Ref,Project name,Country,Date online,Decomission date,Status,Technology,Technology_details,Technology_electricity,Technology_electricity_details,Product,EndUse_Refining,EndUse_Ammonia,EndUse_Methanol,EndUse_Iron&Steel,EndUse_Other Ind,EndUse_Mobility,EndUse_Power,EndUse_Grid inj.,EndUse_CHP,EndUse_Domestic heat,EndUse_Biofuels,EndUse_Synfuels,EndUse_CH4 grid inj.,EndUse_CH4 mobility,Announced Size,Capacity_MWel,Capacity_Nm³ H₂/h,Capacity_kt H2/y,IEA zero-carbon estimated normalized capacity [Nm³ H₂/hour],Location
2775,Numantia SAF,ESP,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,1.0,,,18 kt H2/y - 60 kt SAF/yr production ,207.8,46175.0,36.0,46175.0,"Garray, Soria"
2776,Port of Antwerp-Bruges AEM electrolyser,BEL,2025.0,,DEMO,AEM,,Other/Unknown,,H2,,,,,,,,,,,,,,,,,,,0.0,Antwerp
2777,H2tALENT DEMO project,PRT,2029.0,,DEMO,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,11 MW - 500 t H2/y production,11.0,2651.0,2.1,2651.0,Évora
2778,"White Martins Jacareí, São Paulo",BRA,2025.0,,FID/Construction,ALK,,Dedicated renewable,Others/Various,H2,,,,,1.0,,,,,,,,,,5MW,5.0,1111.0,0.9,1111.0,Jacareí/São Paulo State
2781,TES-Vig'Hy,FRA,2025.0,,FID/Construction,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,2.5 MW,2.5,556.0,0.4,556.0,Magny
2782,Hytouraine,FRA,2027.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,5 MW - 2 t H2/d production,5.0,1111.0,0.9,1111.0,Indre-et-Loire
2783,"CNTY Liaoyuan Wind-Solar-Hydrogen-Methanol Project, Stage-1 ",CHN,2028.0,,FID/Construction,ALK,,Dedicated renewable,Others/Various,MeOH,,,1.0,,,,,,,,,,,,150 kt MeOH/y production,338.7,73621.0,57.0,73621.0,"Liaoyuan, Jilin province"
2784,L&T Hazira Phase I,IND,2024.0,,Operational,PEM,,Dedicated renewable,Unknown,H2,,,,,1.0,,,,,,,,,,1 MW,1.0,192.0,0.1,192.0,Hazira
2785,Atome - Costa Rica project,CRI,2028.0,,Feasibility study,ALK,,Grid,,Ammonia,,1.0,,,,,,,,,,,,,120MW,120.0,26087.0,20.3,26087.0,Randome location in Costa Rica
2786,Enertrag Magdeburg,DEU,2025.0,,FID/Construction,PEM,,Grid,,H2,,,,,1.0,1.0,1.0,,,,,,,,10MW,10.0,1923.0,1.5,1923.0,Magdeburg
2789,Chifeng Energy Internet of Things Zero Carbon Hydrogen Ammonia Demostration Project- Phase 2,CHN,2025.0,,Operational,ALK,,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,300kt NH3/y capacity - 500MW,472.4,64671.0,50.4,64671.0,"Chifeng, Southeastern Inner Mongolia"
2790,Goondiwindi Hydrogen- Phase I,AUS,2025.0,,FID/Construction,ALK,,Dedicated renewable,Solar PV,H2,,,,,1.0,,,,1.0,,,,,,2 MW - 300 t H2/y capacity,2.0,435.0,0.3,435.0,Goondiwindi
2793,EnergHys,NLD,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,300 MW - 22 kt/H2/y production,300.0,66667.0,52.0,66667.0,Zeeland Refinery 
2794,Rilland Oost hydrogen plant,NLD,2028.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,1.0,,,,,,,,,,50-70 MW,60.0,13333.0,10.0,13333.0,Rilland
2795,Hydrogen Windfarm Van Pallandt,NLD,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,,,,,,,,,,1.0,,,,,,0.0,,,0.0,Middelharnis
2796,InnovaHub,NLD,2024.0,,Operational,AEM,,Dedicated renewable,Solar PV,H2,,,,,,,1.0,,,1.0,,,,,30 Enapter AEM Electrolysers EL 2.1 w/ production rate 500 NL/hr,0.062,15.0,0.01,15.0,Stad aan 't Haringvliet
2797,"HyDeer, phase 1",NLD,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,1.0,,,,,,,,,,20MW,20.0,4444.0,3.0,4444.0,Lelystad
2798,H2 Park Zeewolde,NLD,2028.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,H2,,,,,,,,,,,,,,,15 MW,15.0,3333.0,3.0,3333.0,Zeewolde
2800,Hydrogen production De Liede,NLD,2027.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,15 MW,15.0,3333.0,3.0,3333.0,Haarlem
2801,Hydrogen factory NLR Marknesse,NLD,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,20 MW,20.0,4444.0,3.0,4444.0,Marknesse
2802,H2Hollandia,NLD,2026.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,5 MW (2x2.5MW),5.0,1111.0,1.0,1111.0,Nieuw-Buinen
2809,Kutina Petrokemija ammonia,HRV,2028.0,,Feasibility study,NG w CCUS,Unknown technology,,,Ammonia,,1.0,,,,,,,,,,,,,0.19 Mt CO2,,,,23822.0,Kutina 
2814,Gwangyang LNG terminal blue hydrogen,KOR,2030.0,,Concept,NG w CCUS,Unknown technology,,,H2,,,,,,,,,,,,,,,,,,,0.0,Gwangyang LNG terminal
2815,H2Notos- Phase 1,TUN,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,2 GW - 200 kt H2/y production,2000.0,444444.0,347.0,444444.0,Southern Tunisia
2819,Mountaineer Gigasystem (WV) Phase 1,USA,2030.0,,Feasibility study,NG w CCUS,Unknown technology,,,H2,,,,1.0,1.0,1.0,1.0,,,,,,,,500 t H2/d - 1.7 Mt CO2/y,,,182.5,213140.0,Mason County (WV)
2823,Scotford refinery and chemicals complex (Shell's Polaris Carbon Capture project Shell hub) (ALB),CAN,2028.0,,FID/Construction,NG w CCUS,SMR+CCUS,,,H2,1.0,,,,,,,,,,,,,,0.65 Mt CO2/y,,,,81495.0,Polaris CCS
2827,Hyundai Hydrogen Project at Buan Renewable Energy Theme Park,KOR,2025.0,,FID/Construction,PEM,,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,2.5 MW - 1 t H2/d ,2.5,481.0,0.375,481.0,Jeollabuk-do
2828,Brindisi Green Hydrogen,ITA,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,,H2,,,,,,,,,,,,,,,2 MW,2.0,444.0,0.347,444.0,"Cerano, Brindisi"
2829,La Zaida/Moncayo Green Hydrogen Project,ESP,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,,,,,,,,,,20 MW,20.0,4444.0,3.0,4444.0,La Zaida
2830,Musel GreenMet,ESP,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,MeOH,,,1.0,,,,,,,,,,,,50 MW,50.0,11111.0,9.0,11111.0,Gijon
2833,H2-Vallmoll,ESP,2026.0,,Concept,PEM,,Other/Unknown,,H2,,,,,1.0,1.0,,,,,,,,,15 MW - 5 t H2/d production,15.0,2885.0,2.2,2885.0,Vallmoll
2836,H2OSSA,ESP,2028.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,MeOH,,,1.0,,,,,,,,,,,,50 MW,50.0,11111.0,8.7,11111.0,Ossa de Montiel
2837,H2 Alcarria,ESP,2026.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,,,,,,,1.0,,,5 MW,5.0,1111.0,0.9,1111.0,Torija
2838,Hy Stor,USA,2028.0,,Feasibility study,Other Electrolysis,ALK + PEM,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,2.2 GW,2200.0,488889.0,381.2,488889.0,Random point in Mississippi
2841,"Calama Mining District, phase 1",CHL,2026.0,,Feasibility study,PEM,,Dedicated renewable,Onshore wind,H2,,,,,1.0,,,,,,,,,,20MW,20.0,3846.0,3.0,3846.0,Calama
2844,Infinuim Mo Industrial Park,NOR,2030.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,Synfuels,,,,,,,,,,,,1.0,,,"34 MW , 2000 bdp of e-fuels",34.0,7556.0,5.9,7556.0,Mo i Rana
2846,Lhyfe Wallsend ,GBR,2028.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,1.0,,,,,,,,,20MW,20.0,4444.0,3.5,4444.0,Wallsend
2850,Tees Valley Hydrogen Vehicle Ecosystem (HYVE)- Riverside terminal ,GBR,2025.0,,FID/Construction,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,1.0,,,,,,,,1.5 tH2/d capacity - 5MW,5.0,1111.0,0.9,1111.0,Stockton-on-Tees
2851,"ACWA-Tunisia MoU green hydrogen project, phase 1",TUN,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,2 GW - 200 kt H2/y production,2000.0,444444.0,347.0,444444.0,random location Tunisia
2853,NW Natural - Modern Hydrogen pyrolysis pilot,USA,2024.0,,DEMO,Other,Methane pyrolysis,,,H2,,,,,,,,1.0,,,,,,,,,,,0.0,Portland
2855,Hydrom - EDF - J-POWER - Yamna Dhofar,OMN,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,2.4GW,2500.0,555556.0,433.1,555556.0,Dhofar 
2856,Actis - Fortescue,OMN,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,1.0,,,1.0,,,,,,,,,,200 kt H2/y production,2308.8,513057.0,400.0,513057.0,Dhofar 
2857,FertigHy first plant,FRA,2030.0,,Feasibility study,ALK,,Grid,,Ammonia,,1.0,,,,,,,,,,,,,200 Mwel - 30 kt H2/y - 170 kt NH3/y,200.0,43478.0,33.9,43478.0,Commune de Languevoisin
2861,PV2Fuel,NAM,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,250kt NH3/y production,1039.4,230968.0,180.0,230968.0,Port of Walvis Bay
2862,"P2XFloater and Oksefjorden wind farm
+
P2XFloater and Rubbedalshøgda wind farm",NOR,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,Ammonia,,1.0,,,,,,,,,,,,,250kt NH3/y production,1152.7,256165.0,200.0,256165.0,Nordkyn peninsulas peninsula
2863,MetGreenPort,ESP,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,MeOH,,,1.0,,,,,,,,,,,,800MW,800.0,177778.0,139.0,177778.0,Port of Huelva
2868,Chochin Airport Hydrogen project,IND,2025.0,,DEMO,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,1000 kW,1.0,222.0,0.0,222.0,"Cochin Airport, Kerala"
2871,CGN Xinggan League Methanol Production Project,CHN,2026.0,,FID/Construction,Other Electrolysis,Unknown PtX,Other/Unknown,,MeOH,,,1.0,,,,,,,,,,,,400 kt MeOH/y capacity,441.7,98162.0,77.0,98162.0,"Hinggan League, Inner Mongolia"
2872,CGN Chifeng City Balinzuo Banner,CHN,2027.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,MeOH,,,1.0,,,,,,,,,,,,200 kt MeOH/y capacity,220.9,49081.0,38.0,49081.0,"Chifeng, Southeastern Inner Mongolia"
2873,H2-MeOH production and heavy truck integrated technology park in Zhenyuan,CHN,2031.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,MeOH,,,1.0,,,,,,,,,,,,30 kt MeOH/y - 40MW,40.0,8889.0,6.9,8889.0,"Zhenyuan, Gansu"
2874,Inner Mongolia Zhongsheng Tech. Group low-carbon methanol ,CHN,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,MeOH,,,1.0,,,,,,,,,,,,20 kt MeOH/y capacity,22.1,4908.0,4.0,4908.0,Random location Inner Mongolia
2875,Eneco Diamond Hydrogen,NLD,2029.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,1.0,,1.0,,,,,,,,"800MW, 80 kt H2/y production",800.0,177778.0,138.6,177778.0,Random location in the coast of the Netherlands
2883,ReNew-Jera plant in Odisha,IND,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,100kt NH3/y production,207.9,46194.0,36.0,46194.0,"Paradip, Odisha"
2884,"Hygenco Gopalpur GNH3 Plant, phase 1",IND,2028.0,,FID/Construction,ALK,,Grid+Renewables,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,220 t NH3/day capacity,85.3,18547.0,14.0,18547.0,Port of Gopalpur 
2885,"Hygenco Gopalpur GNH3 Plant, phase 2",IND,2029.0,,Feasibility study,ALK,,Grid+Renewables,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,220 t NH3/day capacity,85.3,18547.0,14.0,18547.0,Port of Gopalpur 
2886,"ReNew Power Kerala plant, phase 1",IND,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,100kt NH3/y production,207.9,46194.0,36.0,46194.0,Vizhinjam 
2890,Sumatra Clean H2 Cluster - Geothermal,IDN,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,100 kt H2/y capacity,577.2,128264.0,100.0,128264.0,Ulubelu geothermal plant
2891,Clean H2 Cluster Batam Bintan,IDN,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,100 kt H2/y capacity,577.2,128264.0,100.0,128264.0,Bintan
2892,North Sulawesi Green NH3 Cluster,IDN,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,500kt NH3/y capacity,519.7,115484.0,90.0,115484.0,Approx location in the map of the project announcement
2893,Cilegon Clean H2 Cluster,IDN,2027.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,1.0,,,,,,,,,,,,0.0,,,0.0,Cilegon
2894,Sapio - Mantova green hydrogen,ITA,2026.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,1.0,1.0,,,,1.0,,,,,9.18MW,9.2,2040.0,1.6,2040.0,Mantova
2895,Sapio - Porto Marghera green hydrogen,ITA,2026.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,1.0,,,,,,,,,,5MW,5.0,1111.0,0.9,1111.0,Porto Marghera
2896,Sangraf Italy graphite plant,ITA,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,1.0,,,,,,,,,,8MW,8.0,1778.0,1.4,1778.0,Narni
2897,SIRAM green hydrogen plant in Termoli,ITA,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,800MW,800.0,177778.0,138.6,177778.0,Termoli
2899,H2Iseo valley,ITA,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,1.0,,,,,,,,,5MW,5.0,1111.0,0.9,1111.0,Brescia
2901,North Ammonia Eydehavn plant,NOR,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid,,Ammonia,,1.0,,,,,,,,,,,,,171 Mwel - 145kt NH3/y capacity,171.0,38000.0,29.6,38000.0,Eydehavn
2902,"Slagen terminal, phase 1",NOR,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,Ammonia,,1.0,,,,,,,,,,,,,10MW,10.0,2222.0,1.7,2222.0,Slagen terminal
2903,Voltalia plant at Pecem Industrial complex - Phase 1,BRA,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,,Ammonia,,1.0,,,,,,,,,,,,,1GW,1000.0,222222.0,173.3,222222.0,Pecem Industrial complex
2904,"Vena Energy Queensland project, phase 1",AUS,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,,H2,,,,,,,,,,,,,,,50MW,50.0,11111.0,8.7,11111.0,Aldoga
2905,"Vena Energy Queensland project, phase 2",AUS,2030.0,,Concept,Other Electrolysis,Unknown PtX,Grid+Renewables,,H2,,,,,,,,,,,,,,,350MW,350.0,77778.0,60.6,77778.0,Aldoga
2907,DLZ Costa Ric ammonia plant,CRI,2028.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,,,,,,,,,,,,,,200MW,200.0,44444.0,34.7,44444.0,Pacific coast
2908,European Energy  Pernambuco MeOH plant,BRA,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,MeOH,,,1.0,,,,,,,,,,,,100 kt MeOH/y production,193.7402283,43053.0,33.6,43053.0,Suape port
2909,Power2X Parnu facility,EST,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,MeOH,,,1.0,,,,,,,,,,,,500 kt MeOH/y production,1003.926637,223095.0,173.9,223095.0,Parnu
2910,Energia Verde Austral ,CHL,2032.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,Ammonia,,1.0,,,,,,,,,,,,,1GW,1000.0,222222.0,173.3,222222.0,Random location in Magallanes
2913,"H2 Cumbuco - FRV-X Pecem industrial complex plant, phase 1",BRA,2030.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,Ammonia,,1.0,,,,,,,,,,,,,"500MW , 400 Kt NH3/y capacity",500.0,111111.0,86.6,111111.0,Pecem Industrial complex
2914,Green Ammonia Express Sines,PRT,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,Solar PV,Ammonia,,1.0,,,,,,,,,,,,,137MW,137.0,30444.0,23.7,30444.0,Sines Port
2916,Cement Australia - Mitsubishi Gas Chemical Company Green Methanol in Gladstone,AUS,2028.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,MeOH,,,1.0,,,,,,,,,,,,100 kt MeOH/y (production),193.7,43053.0,34.0,43053.0,Gladstone
2919,"Mingyang Smart Energy e-methanol project, phase 1",CHN,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,MeOH,,,1.0,,,,,,,,,,,,100 kt MeOH/y capacity,110.4,24540.0,19.0,24540.0,"Dongfang, Hainan"
2921,"Yuanhuang Energy Inner Mongolia e-methanol project, phase 1",CHN,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,MeOH,,,1.0,,,,,,,,,,,,700 kt MeOH/y capacity (phase1:350 kt MeOH/y),773.0,171783.0,134.0,171783.0,Otog Banner
2926,Pacifico Mexinol - Transition Industries Sinaloa methanol project,MEX,2027.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,MeOH,,,1.0,,,,,,,,,,,,300 kt MeOH/y capacity,331.3,73621.0,57.0,73621.0,Topolobampo
2932,Horizonte de Verano - Summer Horizon - phase 2,PER,2032.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,"3.2 Mt NH3/y , production - 4.8GW",4800.0,1066667.0,831.6,1066667.0,"Arequipa, Peru"
2933,Helax Istmo,MEX,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,Various,,,,,,,,,,,,,,,2.1GW,2100.0,466667.0,363.8,466667.0,Oaxaca
2936,EPM Hydrogen project - Espiritu Santo power plant,COL,2027.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Hydropower,H2,,,,,,,,,,,,,,,400 t H2/y,2.9,641.0,0.5,641.0,Random location in Colombia
2937,Eletronuclear hydrogen project - Angra nuclear power plant (I e II),BRA,2021.0,,DEMO,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,1.0,,,,,,,,"0,1kt H2/y",0.577189472,128.0,0.0,128.0,Angra nuclear power plant
2939,CIPP (Ceara’s Pecem Industrial Port Complex) Hydrogen project,BRA,2027.0,,Concept,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,,,,,,,,,,,"1.2 Mt H2/y, capacity",6926.273665,1539172.0,1200.0,1539172.0,Pecem Industrial and Port Complex
2942,H2V Frontera Project,CHL,2029.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Onshore wind,Ammonia,,1.0,,,,,,,,,,,,,800MW,800.0,177778.0,138.6,177778.0,Random Location in Magallanes
2943,Turn2X - Extremadura,ESP,2023.0,,Operational,PEM,,Grid,,Synfuels,,,,,,,,,,,,1.0,,,2MW,2.0,385.0,0.3,385.0,Miajadas
2944,Iqoxe,ESP,2030.0,,Feasibility study,ALK,,Grid+Renewables,Solar PV,H2,,,,,1.0,1.0,,,,,,,,,15MW,15.0,3261.0,2.5,3261.0,Tarragona refinery
2945,AEM Nexus for H2 Fuel station,ITA,2026.0,,FID/Construction,AEM,,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,4 Mwel,4.0,964.0,0.8,964.0,"Marche region, Italy"
2946,AEM Nexus for H2 Refueling Station,ITA,2026.0,,FID/Construction,AEM,,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,3 Mwel,3.0,723.0,0.6,723.0,Rome
2947,AEM Nexus 500 for SAF and supply of internal hydrogen lines,DEU,2025.0,,FID/Construction,AEM,,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,0.5 Mwel,0.5,105.0,0.1,105.0,Random point at Baden-Württemberg
2948,Hygenco Sterlite GH2 Plant,IND,2025.0,,Operational,ALK,,Grid+Renewables,Others/Various,H2,,,,,1.0,,,,,,,,,,1.8 Mwel,1.8,391.0,0.3,391.0,Hygenco
2949,Green hydrogen for fragrance industry,ESP,2025.0,,Operational,PEM,,Grid+Renewables,Solar PV,H2,,,,,1.0,,,,,,,,,,1.25MW,1.25,240.0,0.2,240.0,Castellón
2950,Green hydrogen for oil industry,ESP,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid+Renewables,Solar PV,H2,,,,,1.0,,,,,,,,,,2.5MW,2.5,556.0,0.4,556.0,Barcelona
2957,Armonia Green Sevilla phase I,ESP,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,198 MW,198.0,44000.0,34.3,44000.0,Sevilla
2962,Port of Brownsville Refinery ,USA,2027.0,,Feasibility study,Other,,,,H2,1.0,,,,,,1.0,,,,,,,,,,,,0.0,"Port of Brownsville, TX"
2964,"Nuclear Hydrogen Project in Sinam-ri, Ulju-gun",KOR,2027.0,,FID/Construction,Other Electrolysis,Unknown PtX,Nuclear,,H2,,,,,,,,,,,,,,,10 MW,10.0,2222.0,1.7,2222.0,"Nuclear plant in Sinam-ri, Ulju-gun"
2966,Aslan Net-zero Energy Mexico (ANEM) - Phase I,MEX,2028.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,1.0,,,1.0,,,,,,,,,,600 kt NH3/y production,2078.7,461936.0,360.0,461936.0,Sonora
2967,Aslan Net-zero Energy Mexico (ANEM) - Phase II,MEX,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,1.0,,,1.0,,,,,,,,,,1200 kt NH3/y production,2078.7,461936.0,360.0,461936.0,Sonora
2987,Vision Tongliao Wind-Solar Power to Hydrogen-Ammonia-Methanol Integration Project,CHN,2027.0,,FID/Construction,ALK,,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,450 kt NH3/y capacity,478.1,103936.0,81.0,103936.0,"Tongliao, Inner Mongolia"
2988,"Shenghong Petrochemical 100,00 tons/year Carbon Dioxide to Green Methanol Project",CHN,2023.0,,Operational,Other Electrolysis,Unknown PtX,Other/Unknown,,MeOH,,,1.0,,,,,,,,,,,,100 kt MeOH/y capacity,110.4,24540.0,19.0,24540.0,"Lianyungang, Jiangsu "
2991,Off-grid wind power to hydrogen ,CHN,2024.0,,Operational,ALK,,Dedicated renewable,Onshore wind,H2,,,,,,,,,,,,,,,3000 m3 H2/h capacity,13.8,3000.0,2.3,3000.0,"Tieling, Liaoning"
3002,Fortescue Future Industries - Port of Pecem (Phase III),BRA,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,Ammonia,,1.0,,,,,,,,,,,,,900 MW,900.0,200000.0,155.9,200000.0,Port of Pecem
3003,COPPE/UFRJ pilot plant ,BRA,2023.0,,DEMO,AEM,,Grid,,Various,,,,,,1.0,,,,,,,,,"0,003kt H2/y",0.015968909,4.0,0.0,4.0,Rio de Janeiro City/Rio de Janeiro State
3004,QAIR fraternité ,BRA,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,Ammonia,,1.0,,,,,,,,,,,,,42 ktH2/y,242.4195783,53871.0,42.0,53871.0,Port of Pecem/Ceará State
3005,ArcelorMittal -Florange steel plant,FRA,2026.0,,FID/Construction,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,1.0,,,,,,,,,,,,,,,0.0,Florange
3006,Villarasa hydrogen project,ESP,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,1.0,,,,,,,,,812 t H2/y production,15.62259504,3472.0,3.0,3472.0,Villarasa
3009,GalpH2Park-II (Phase II),PRT,2028.0,,Feasibility study,PEM,,Grid+Renewables,,H2,1.0,,,,,,,,,,,,,,200 MW,200.0,38462.0,30.0,38462.0,Sines refinery
3010,Grey2Green (Phase III,PRT,2030.0,,Concept,PEM,,Grid+Renewables,,H2,1.0,,,,,,,,,,,,,,200 MW,200.0,38462.0,30.0,38462.0,Sines refinery
3012,Armonia Green Castellon Phase I,ESP,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,"283 kt NH3/y, capacity",294.1,65364.0,51.0,65364.0,Castello Port
3013,Armonia Green Castellon Phase II,ESP,2030.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,"567 kt NH3/y, capacity",295.2,65595.0,51.0,65595.0,Castello Port
3014,Armonia Green Castellon Phase III,ESP,2031.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,"850 kt NH3/y, capacity",294.1,65364.0,51.0,65364.0,Castello Port
3015,Armonia Green Galicia Phase I,ESP,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,Ammonia,,1.0,,,,,,,,,,,,,198 MW,198.0,44000.0,34.3,44000.0,A Coruña
3018,LONGi Urad (Wulate) Rear Banner Integrated wind and solar hydrogen production project,CHN,2027.0,,Feasibility study,ALK,Unknown PtX,Dedicated renewable,Others/Various,MeOH,,,1.0,,,,,,,,,,,,54 kt H2/y capacity,318.6,69263.0,54.0,69263.0,Urad Rear Banner (Wulate Rear Banner)
